Автор,Оценка,Продавец,Фото,Лайки,Дизлайки,Реакции,Рейтинг,Текст,Час,День,Месяц,Год,Наличие эмодзи,Количество_!,Длина_Текста,sentiment_anger,sentiment_enthusiasm,sentiment_fear,sentiment_happiness,sentiment_neutral,sentiment_sadness,neutral,negative,positive,skip,speech
1,5,1,0,1,18,19,-17,"  KIOSHI - это бренд подгузников-трусиков, которые предназначены для детей младшего возраста. Они имеют удобный дизайн, который позволяет легко надевать и снимать подгузники, не затрудняя движения ребенка.",11,14,10,2023,0,0,3,False,False,False,False,True,False,0.4,0.2,0.16,0.09,0.02
0,5,1,0,2,17,19,-15,"  Я просто в восторге от подгузников-трусиков KIOSHI! Они стали незаменимым помощником в нашей семье. Подгузники идеально сидят на моем малыше, не вызывают раздражения и не оставляют следов на коже. Ультратонкость подгузников поражает - они настолько легкие и практически незаметные на теле, что ребенок чувствует себя в них максимально комфортно и свободно.",20,29,8,2023,0,1,4,False,False,False,True,False,False,0.25,0.31,0.33,0.14,0.0
1,5,1,0,0,1,1,-1,"цена,качество нет Как-то случайно,примерно год назад, в приложении мегамаркет наткнулась на эти трусики. Они тогда были в скидке и мне цена подошла.",5,13,2,2024,0,0,2,False,False,False,False,True,False,0.12,0.3,0.11,0.23,0.02
0,5,1,0,1,9,10,-8,цена нет Недавно попробовали подгузники-трусики KIOSHI и остались очень довольны!,10,8,10,2023,0,1,1,False,False,False,True,False,False,0.1,0.35,0.38,0.07,0.02
0,5,1,0,0,16,16,-16,"  Я недавно приобрела подгузники-трусики KIOSHI ультратонкие размер M для своего малыша и осталась вполне довольна этим продуктом. Во-первых, они действительно ультратонкие, что делает их идеальными для активных малышей, которые всегда в движении. Во-вторых, они удивительно впитывают, сохраняя кожу моего ребенка сухой и комфортной даже после нескольких часов использования.",20,29,8,2023,0,0,4,False,False,False,True,False,False,0.28,0.15,0.28,0.09,0.01
1,5,1,0,1,8,9,-7,"Цена и качество Не выявлены Я был впечатлен высоким качеством и комфортом, которые предоставляют эти подгузники. Они обладают впитывающими свойствами, что позволяет им эффективно усваивать влагу и предотвращать появление неприятного запаха. Кроме того, подгузники тянутся, что делает их универсальными для разных размеров ребенка.",17,4,11,2023,0,0,4,False,False,False,False,True,False,0.31,0.2,0.41,0.08,0.0
0,5,1,0,2,2,4,0,"Подгузники очень понравились. Только ближе к году смогли найти именно те, которые нам подходят. До этого перепробовали много. Рада, что хотя бы сейчас мы нашли, что нам подходит и ни какой реакции не вызывают у нашей малышки. Они действительно мягкие, тонкие. Нам на ночь хватает. Правда утром надо сразу снимать, иначе потечёт. Но это не минус, а даже плюс. Привыкаем к горшку. Самое главное для мамы, ребёнок доволен нет Подгузники очень понравились. Только ближе к году смогли найти именно те, которые нам подходят. До этого перепробовали много. Рада, что хотя бы сейчас мы нашли, что нам подходит и ни какой реакции не вызывают у нашей малышки. Они действительно мягкие, тонкие. Нам на ночь хватает. Правда утром надо сразу снимать, иначе потечёт. Но это не минус, а даже плюс. Привыкаем к горшку. Самое главное для мамы, ребёнок доволен",11,30,9,2023,0,0,9,False,False,False,True,False,False,0.33,0.36,0.13,0.18,0.01
1,5,1,0,0,3,3,-3,"Тонкие, мягкие Не нашла Беру не в первый раз, нравятся тем что тонкие, форма подкова, которая закрывает всю попу, мягкие, с баллами выходит очень бюджетно. На ночь нам не подходят, а вот днем, особенно летом - отличное решение! Не потекли ни разу, раздражения не вызвали",4,7,10,2023,0,1,3,False,False,False,False,True,False,0.33,0.19,0.08,0.14,0.05
1,5,1,0,7,0,7,7,"Очень мягкие, хорошо впитывают, без запаха Брали трусики первый раз, остались очень довольны выбором! Супер тонкие и легкие, на лето или дома ходить вообще отличный вариант. Размер L на 11,7 кг очень хорошо, думаю до 14 кг можно спокойно носить. Очень мягкие резиночки, никакого запаха нет. Так же используем и на ночь, хватает и даже не совсем полный , но все дети разные. Протечек не было ни днем ни ночью. Брали трусики первый раз, остались очень довольны выбором! Супер тонкие и легкие, на лето или дома ходить в них вообще отличный вариант. Размер L нам на 11,7 кг очень хорошо, запас есть, думаю до 14 кг можно спокойно носить. Очень мягкие резиночки, запаха нет никакого. Так же используем их и на ночь, хватает и даже подгуз не совсем полный, но все дети разные. Протечек не было ни днем ни ночью. Рекомендую",14,26,1,2023,0,2,9,False,False,False,True,False,False,0.5,0.15,0.15,0.1,0.02
1,5,1,4,3,0,3,3,"Тоненькие Пока не обнаружено Брали первый раз! Отличные тоненькие трусики, на жаркое воемя года самое то! Первое что впечатлило, это мягкий поясок, который хорошо тянется, соответственно трусики не маломерят. Другие марки в данном ценовом сегменте уже маломерят. Очень мягкое покрытие внутри, вместительны. Одеваем их на дневной сон, прогулки и ночь, нам хватает (ночью ребенка сажаю на горшок, так что нам для подстраховки).",15,12,8,2023,0,2,5,False,False,False,True,False,False,0.26,0.21,0.29,0.1,0.0
0,5,1,0,0,3,3,-3,"  Очень рада, что обнаружила подгузники-трусики KIOSHI ультратонкие размер XL! Это просто находка для моего малыша, который весит около 16 кг. Они идеально подошли по размеру, не давят и не натирают нежную кожу ребенка.",20,29,8,2023,0,1,3,False,False,False,True,False,False,0.29,0.25,0.08,0.15,0.03
1,5,1,0,5,1,6,4,"Лучшие в соотношении цена-качество На ночь не всегда хватало одного подгузника, приходится менять Подгузниками этой марки пользуюсь достаточно давно, сначала брала обычные киоши, а как появились ультратонкие - покупаю только их. Поскольку подгузники летят довольно быстро, не имею возможности покупать какие-то дорогие марки, да и считаю что в этом особого смысла нет, когда все необходимые функции выполняет более дешёвый аналог. Эти трусики очень мягкие, хорошо впитывают, дышат и попа ребёнка при этом сухая. Протекали только ночью иногда, и то когда ребёнок много пил. Так же плюсом для меня является то, что они не пахнут, как, например, Pampers. Аллергии у обоих детей не вызвали.",19,4,1,2023,0,0,7,False,False,False,True,False,False,0.78,0.06,0.15,0.04,0.01
1,5,1,3,10,0,10,10,"Самые тонкие и вместительные.  На фот сверху Киоши ультратонкие, а снизу обычные Киоши. По вместительности ультратонкие не уступают обычным. Впитывают прекрасно! Попробовала сразу на ночь одеть и утром была удивлена, подгузник был конечно полным, но не протек! Да, кожа была слегка влажной, но и после других также! Сам подгузник очень мягкий и эластичный, с ненавящивым дизайном и стандартной разметкой-индикатором еаполненности и клейким ремешком сзади, боковые швы при носке не расходЯтся, в случае если не снимаю как трусики после пописов, а рву (если покакали) , то рвется легко.  Сейчас мы весим 9450 и носим М (6-11кг). Дальше будем брать L.",6,29,3,2023,0,3,7,False,True,False,False,False,False,0.38,0.16,0.42,0.06,0.0
1,4,1,1,3,0,3,3,"  Моей дочке уже 5 месяцев, 9 килограмм, решила мопробовать новые подгузники-трусики и случайно увидела подгузники, о которых пойдет речь в этом отзыве. Решила взять попробовать размер М, так как цена была очень привлекательной 709 рублей, а большинство отзывов очень хорошими. Подгузники-трусики ультратонкие, на ночь попробовали, не подтекают, не передавливают, но попка осталась влажной. При нажатии влага не проступает, поэтому однозначно рекомендую их, скорее для гулянки или же на часа 3-4 носки, не более, что б кожа не оставалась влажной. Мягкие, тоненькие, почти не ощущается на попке, дизайн постельных тонов, резинка мягкая и приятная к телу. Рекомендую!!!",13,30,11,2022,0,3,7,False,False,False,True,False,False,0.28,0.21,0.18,0.06,0.01
1,5,1,0,0,0,0,0,"очень тонкие и хорошо впитывающие, хорошо подойдут на лето не обнаружили Первое, что бросается в глаза - это упаковка, которая притягивает внимание своим дизайном, и на ощупь подгузник кажется очень мягким. В использовании они оправдали все мои ожидания.",17,4,6,2023,0,0,3,False,False,False,False,True,False,0.65,0.2,0.11,0.08,0.0
1,5,1,2,0,0,0,0,"Дышащие, мягкие, цена  Решили попробовать новые трусики данного бренда, оказались прям очень тонкие, для сравнения на фото (киоши, ману ультратонкие, джунис комфорт). До этого  считала что ману самые тонкие, но киоши еще тоньше, носим их только днем, так как ночь они явно не выдержут, один раз и днем протек. Но ночь мы одеваем джунис комфорт. Некоторые писали что ночь выдерживают, но как-то с трудом верится, хотя у меня ребенок не прям сыкуха😀 и не рискнула",9,18,10,2023,1,0,5,False,True,False,False,False,False,0.74,0.13,0.14,0.05,0.01
0,5,1,0,0,3,3,-3,"  Подгузники – это неотъемлемая часть жизни каждой молодой семьи с малышом. И в этом важном вопросе выбора памперсов, надежности и комфорта безусловно требуется особое внимание. И одной из самых популярных и доверенных марок в данной области являются подгузники-трусики Merries M.",13,22,3,2024,0,0,3,False,False,False,False,True,False,0.36,0.21,0.16,0.11,0.02
1,5,1,0,2,15,17,-13,"  После многих попыток найти идеальные подгузники для моего ребенка, я наткнулась на некоторые, которые полностью удовлетворяют все наши потребности. Отзывы о подгузниках часто нам помогали выбрать. Однажды я попробовала подгузники от бренда ""мерриес"" и была приятно удивлена их качеством.",18,29,11,2023,0,0,3,False,True,False,False,False,False,0.33,0.03,0.16,0.08,0.09
1,5,1,0,23,0,23,23,"Гипоаллергенные Нет Любимый бренд, любимые трусики. Они лучшие во всём! Поэтому на своем опыте могу утверждать, что подгузники полноразмерные. Единственное, с непривычки их трудновато надеть, особенно, если попа влажная после купания или подмывания, либо нанесен крем. На самом деле, нужно лишь приловчиться, и тогда можно смело брать свой весовой размер.",14,12,5,2023,0,1,4,False,False,False,False,True,False,0.43,0.1,0.43,0.08,0.0
1,5,1,0,13,3,16,10,"цена по акции ,не протекают ночью ,не вызывают раздражений цена без акции вы хотите идеальные подгузники-трусики для ребенка? Тогда это Merries! И только они. Это я говорю как человек, истративший за год почти всё пособие до полутора лет на подгузники разных марок. А оно у меня было не самое маленькое, если честно.",10,2,5,2023,0,1,4,False,False,False,False,True,False,0.07,0.35,0.24,0.06,0.2
1,5,1,0,0,2,2,-2,"удобство использования, количество в упаковке стоимость Подгузники-трусики Merries являются одним из популярных брендов подгузников на рынке. Вот некоторые плюсы и минусы использования подгузников-трусиков Merries 50 штук:",18,26,9,2023,0,0,3,False,False,False,False,True,False,0.79,0.06,0.26,0.03,0.0
1,4,1,2,11,5,16,6,"Мягкие, есть бортики-крылышки по бокам Отпечатываются на коже,комуются Очень много перепробовали мы подгузников за 6 месяцев жизни моего сына,  сравнить есть с чем, очень долго я не покупала мэрисы в основном из-за цены,она всё-таки высоковата, потом начала искать хорошие трусики для ночи(так как днём я меняю очень часто подгузник, поэтому используем утратонкие, не вижу смысла надевать толстые) и прочитала где-то на форумах, что мамочки рекомендуют мерис, купила на мегамаркете, с учётом промокодов получилось недорого. Ну и что хочу сказать, на ночь конечно нам не подошли,протекают под утро,(пока только manu выдерживают у нас) , а на день они толстоваты, тем более сейчас на дворе весна,а скоро лето, хочется потоньше, но это ладно, пусть бы и потолще, что меня удивило, так жто то, что наполнитель даже в первоначальном состоянии состоит из комков, внутри как будто крупицы какие-то и от того, что он такой структурный, все эти бугры отпечатываются на попе малыша, а когда наполнился и того круче комки образуются, как бы неравномерно распределяется влага и видимо поэтому начинать течь((( есть подгузники более бюджетнее и наполнение лучше, а так резиночки очень мягкие, прям бархатные я бы сказала, так я конечно могу рекомендовать, но сама повторно не возьму, чисто потому что именно нам не подошли",12,11,5,2023,0,0,14,False,False,False,False,False,True,0.87,0.03,0.1,0.05,0.0
1,5,1,0,4,3,7,1,"+ - Я, как и многие из нас, хочу чтобы мой малыш рос здоровым, счастливым и в полном комфорте. Поэтому выбор подгузников - один из важных моментов, ведь ребенок проводит в них бОльшую часть времени.",7,4,5,2023,0,0,2,False,False,False,False,True,False,0.38,0.26,0.16,0.1,0.02
1,5,1,0,0,0,0,0,"Дышащие Нет. Эластичный и удлиненный поясок обеспечивает идеальную посадку подгузника на теле ребенка. Он позволяет подгузнику оставаться на месте даже при активном движении малыша, не вызывая дискомфорта или неприятных ощущений.",20,23,10,2023,0,0,3,False,False,False,False,True,False,0.58,0.26,0.33,0.04,0.0
1,5,1,5,5,1,6,4,"Выдерживают всю ночь Нет Мягкие, нежные, не имеющие абсолютно никакой отдушки, с приятным впитывающим слоем.. не знаю что ещё добавить ?!??ах да, и с очень приятным дизайном.",4,9,5,2023,0,1,2,False,False,False,True,False,False,0.56,0.18,0.12,0.11,0.01
0,5,1,0,0,0,0,0,  Я хотел бы поделиться своим впечатлением об использовании подгузников-трусиков Merries M для малышей весом от 6 до 11 кг. Они действительно оправдали все мои ожидания и принесли нам такое комфортное и удобное использование.,18,7,11,2023,0,0,3,False,False,False,False,True,False,0.62,0.27,0.0,0.04,0.26
0,5,1,0,0,0,0,0,  Я хочу поделиться своим опытом использования подгузников-трусиков Merries ХL.,17,25,9,2023,0,0,1,False,False,False,False,True,False,0.51,0.47,0.03,0.25,0.0
1,5,1,0,0,0,0,0,"Качественные материалы, очень-очень мягкие резиночки на пояске-материал, быстро впитывают Неравномерно распределяют влагу, как и все подгузники Заказала трусики впервые. Малышу 1,5 года за это время впервые пользуемся фирмой Меррис. Малыш 10,5 кг рост 83 худощавый, особенно узкие бёдра, маленькая попа. Йокосан до сих пор пользуемся остатками размера М, но на ночь одеваю любые размера Эль(4). Меррисы приятно удивили очень мягкимм пояском-такой нежный материал не оставляет следов на коже, в отличие от большинства известных марок трусиков-подгузников, хотя по растяжению такие же размером, как и другие L. Толщина подгузников средняя, для жаркого лета толстоваты, на жару на ночь надеваю другие-по-тоньше, либо без. Сейчас уже прохладно, и меррисы удобны на ночь, но не всегда хватает  одного подгузника, иногда просыпается посреди ночи, просит заменить, так как уже не привык писать в полный. Зависит от того, сколько прикладывался к груди в первой половине ночи, пил ли на ужин много воды с едой.",6,21,8,2023,0,0,11,False,False,False,False,True,False,0.2,0.16,0.44,0.09,0.0
1,5,1,0,5,9,14,-4,"Очень не хочется повторяться, но я напишу своё мнение о японских подгузниках Merries. нет Очень не хочется повторяться, но я напишу своё мнение о японских подгузниках Merries.",8,9,9,2022,0,0,2,False,False,False,False,True,False,0.56,0.2,0.12,0.1,0.01
0,5,1,0,0,0,0,0,"качество нет Упаковка у трусиков Merries обычная, плотный белый пластик. Достаточно прочная. Вскрывается легко, по шву. Имеются ручки для удобной переноски, что важно, ведь вес пачки около 2кг. Упаковка яркая, полностью на русском языке. Производитель - Япония. Для кого это принципиально - Merries не производят нигде, кроме Японии. Трусишки расположены в два ряда, нижней частью (сгибом) кверху. Удобно доставать, удобно хранить. Я храню подгузники в упаковке, прямо оттуда и достаю перед спользованием. Трусики не имеют отдушки, при правильном хранении ничем не пахнут. Ранее были с наклеенным поверх упаковки вкладышем с переводом, сейчас для России изготавливают в адаптированных упаковках. Подробно описан состав, способ применения, рекомендации по выбору размеров.",11,25,6,2023,0,0,8,False,False,False,False,True,False,0.29,0.26,0.25,0.16,0.01
0,5,1,0,0,0,0,0,"Не протекают Нет Здравствуйте, дорогие друзья!",17,20,4,2023,0,1,1,False,False,False,True,False,False,0.82,0.04,0.21,0.04,0.0
1,5,1,0,0,1,1,-1,"Не протикают Нет Мягкие, не протекают, не комкуются, нет ароматизатора, малыш остается сухим даже если трусики наполнены",12,2,5,2023,0,0,2,False,False,False,False,True,False,0.81,0.18,0.03,0.05,0.02
1,4,1,0,0,0,0,0,"качество количество **Отзыв на Подгузники-трусики Merries L (9-14 кг), 56 шт.**",6,11,9,2023,0,0,1,False,False,False,False,True,False,0.56,0.29,0.05,0.1,0.02
1,4,1,0,3,0,3,3,"форма трусиков, плотно прилегают к телу ребенка, тонкие, не вызывают раздражения в размере L на внутреннем слое отсутствует впитывающие подушечки, маломерят Я не сразу стала использовать марку Merries. В роддоме и первый месяц жизни ребенка использовала подгузники Manu (размеры NB и S), отличные подгузники, но мне показались они толстыми, особенно они увеличивались в размере когда были полными (при этом меняла подгузники я каждые 2,5 - 3 часа). Во втором месяце стала использовать Lovular (размер S) солнечная серия и в белой упаковке обработанные паром, хорошие тонкие подгузники, но очень дорогие. После я купила подгузники Yoko San (размер М) тонкие, мягкие, но из-за плохой резинки на талии жидкий стул вытекал. И вот я узнала о Merries. Купила сразу и подгузники и трусики (размер М), трусики немного маломерят, это связано с резинками, которые плотно прилегают к телу. В целом отличные подгузники, устроили меня по соотношению цена-качество, тонкие, не вызывают аллергию и приемлемая цена, поэтому я остановила свой выбор на них. И вот я купила подгузники и трусики  Merries (размер L) и что я получила?! подгузники по-прежнему великолепны, а вот трусики размера L внутри гладкие и уже не имеют впитывающих подушечек для жидкого стула как в подгузниках или же как было в трусиках размера М. Поэтому буду искать теперь трусики других производителей, а вот подгузники буду по прежнему покупать Merries. Рекомендую подгузники Merries и трусики (до размера М включительно) Merries.",19,21,3,2023,0,1,15,False,False,False,True,False,False,0.28,0.16,0.09,0.21,0.01
1,5,1,0,0,0,0,0,"Удобная резинка, двойные крылышки, хорошо впитывает . Нет Перепробовали много разных фирм, но как только познакомились с подгузниками фирмы Merries, решили остановиться на них. Merries - это уже легенда) каждая мама если не пробовала данные подгузники или трусики, то хотя бы раз да слышала о них). У подгузников 3 воздухопроницаемых слоя, благодаря которым кожа малыша остаётся сухой, и что самое главное, дышит).Подробно об этом можно прочесть на упаковке)) Когда открываешь упаковку, понимаешь, что нет никаких едких запахов. Ну а мягкость подгузника просто поражает своей нежностью, не описать словами какие они мягкие. Вокруг  ножек у них дополнительная защита от протеканий. Резиночки не передавливают кожу и не натирают. Ночь они выдержали запросто, без протеканий. И это единственные подгузники, которые впитали жидкий стул малыша. За что я их полюбила ещё больше. На ребёнке они сидят идеально, нигде не жмёт и не натирает.",9,13,5,2023,0,0,10,False,False,False,True,False,False,0.44,0.16,0.09,0.12,0.02
0,5,1,0,0,0,0,0,  Я хочу поделиться своим отзывом о трусиках-подгузниках Merries HL (размер ХL) в количестве 50 штук.,16,8,12,2023,0,0,2,True,False,False,False,False,False,0.66,0.28,0.04,0.12,0.01
1,5,1,0,3,71,74,-68,"размер, стиль Требуется прямая видимость устройств Быть в постоянном движении и при этом не расставаться с любимыми устройствами – теперь это возможно благодаря Умному пульту Яндекса. Это компактное и функциональное устройство, которое позволяет управлять звуком, кондиционером, аудиосистемой и другими бытовыми приборами с помощью голоса.",17,11,1,2024,0,0,4,False,False,False,False,True,False,0.55,0.25,0.03,0.05,0.04
1,4,1,1,30,4,34,26,"- Можно забыть про пульты (управление через колонку Алиса или приложение «Умный дом») - Отсутствие адаптера питания в комплекте Приобретя Алису, сразу задалась идеей сделать дом максимально умным, и все что можно сделать управляемым колонкой и приложением, решила сделать таковым. И наткнулась в списке яндекс товаров для умного дома вот на эту маленькую черную коробочку. Данное устройство позволит избавиться вам от всех пультов и пылесборников, которые в моем случае все время теряются. В квартире я подключила подсветку, телевизор и кондиционер. Особенно порадовало управление кондиционером через Алису, пульт у меня от него какой-то странный, не всегда кнопки срабатывают, и опять же я все время его где-то теряю. Телевизор у меня со смарт тв,  и тут немного предлагаемого функционала мне не хватает: пока что разобралась только с тем, что с помощью колонки или приложения могу вкл/выкл телевизор, переключать каналы или убавлять/прибавлять громкость. Для стандартного телевизора - это классно, со смарт тв хотелось бы еще подгружать разные приложения, тот же Кинопоиск например (но тут вроде выручают яндекс телевизоры)). Подсветка у меня простенькая за 300 рублей с пультиком работает не всегда стабильно, и ее качество сказывается на их совместной работе, например может перестать отключаться с приложения или с помощью голоса, и чтобы все заработало, нужно вручную подсветку выткнуть из розетки и воткнуть обратно. В целом вещицу рекомендую.",8,17,4,2023,0,0,15,False,False,False,True,False,False,0.58,0.31,0.03,0.15,0.01
1,5,1,2,42,3,45,39,"Обучаемый! Смотрится аккуратно. Хороший отклик у приборов. Пока не знаю.. Получила недавно. Он реально обучаемый! А это не может не радовать) Подключила к нему китайскую лампочку на пульте управления, пылесос VITEK VT-1802 (на пульте), телевизор и приставку (т.к. они включаются по отдельности, создала сценарий, и одной фразой запускаются оба).",15,7,9,2022,0,2,4,False,False,False,True,False,False,0.41,0.32,0.09,0.05,0.02
1,4,1,1,0,0,0,0,"Легко и просто настроить Абсолютная копия китайских ноунеим пультов, за исключением собственного приложения Года 3 пользовался китайским небрендированным пультом. Всё было хорошо, с Алисой подружил через приложение Digma, команды выполняла, но не вся техника находилась. А конкретно не было саундбара LG. Но я его подключил через ручную настройку пульта (так можно любой пульт добавить). Вообщем, решил перейти на пульт от Яндекса, думал хоть там вся техника нормально определится. И что я увидел в приложении Умный дом... Абсолютно такой же набор предустановленных пультов. И саундбара LG в нем естественно не было. Зато там есть, как и в китайском приложении, ТВ ресивер, офигеть какая распространенная вещь.",10,27,3,2024,0,0,8,False,False,False,True,False,False,0.51,0.22,0.06,0.12,0.03
1,4,1,1,2,3,5,-1,"Почти удобно (но не всё) Не все ик-пульты может заменить В общем и целом нормальный аппарат за свои деньги. С самыми современными устройствами подружился как надо (кондиционер TCL и смарт-телевизор TCL). Разве что не умеет в телевизоре переключаться между ТВ-режимом и домашним экраном с приложениями, а также на домашнем экране и в приложениях этот пульт абсолютно ничего не умеет. Хотя чисто теоретически авторы могли бы его научить хотя бы курсор двигать вверх-вниз-влево-вправо. Короче если вы выключите телевизор вечером на каком-нибудь приложении или домашнем экране, то утром по вашей голосовой команде Яндекс-пульт ему тупо подаст питание и больше ничего не сможет сделать, придётся вам тянуться за родным пультом телевизора, чтобы вручную переключиться на режим просмотра ТВ-каналов. И только в тв-каналах Яндекс пульт выполняет ваши команды. Телевизором Supra 4-летней давности (не особо старый, не так ли?), купленным официально в России, вообще управляет кое-как. Причём, Яндекс его как бы опознал и дал повыбирать разные варианты пульта Supra, но всё без толку. Суть проблемы: громкость+ и громкость- перепутаны (переобучение пульта не помогает). Некоторые (далеко не все) каналы путает, называешь один канал, он переключает на совсем другой. Приходится потом давать команду ""переключи на следующий канал"" - это отрабатывает хорошо, но по одному каналу вверх-вниз двигаться долго и неудобно.",9,15,1,2024,0,0,15,False,False,False,True,False,False,0.46,0.26,0.09,0.12,0.02
0,5,1,0,5,51,56,-46,"  Пульт управления Яндекс YNDX-0006 - это удобное и функциональное устройство, которое позволяет легко и быстро управлять различными устройствами в доме.",10,17,10,2023,0,0,2,False,False,False,False,True,False,0.52,0.25,0.05,0.15,0.01
1,4,1,1,0,0,0,0,"Подключился ко всем желаемым устройствам. Действительно может управлять сразу несколькими устройствами, находящимися в одной комнате. Без проблем достает до кондиционера, который под потолком, а сам пульт под столиком. Ограниченный функционал, например, расстроил функционал при записи пульта телевизора. Он может только включать/выключать, управлять громкостью, листать каналы, но не может, например, самое главное, нажимать кнопку подтвердить, активировать на телевизоре голосовой поиск и другое. Нельзя управлять пультом настройками. Часто именно требуется на ТВ пропустить рекламу нажать, нажать повторное подключение к wifi, все это делается на пульте кнопкой Ок, а здесь ее нет. Имейте ввиду, что работает от wifi в диапазоне именно 2,4 ггц. У меня диапазон основной 5 ггц, но благо есть второй диапазон тоже, 2,4 ггц. Так подключился. Пришлось повозиться, пульт не подбирал автоматически пульт к моему ТВ Dexp, не смотря на то, что в самом телеке смарт ТВ от того же яндекса, с голосовым поиском Алиса. Но через этот пульт нет полноценного функционала и следовательно со станцией тоже не будет.",11,16,3,2024,0,0,12,False,True,False,False,False,False,0.42,0.36,0.1,0.09,0.02
1,5,1,0,17,3,20,14," Отсутствие блока питания Недавно приобрели Яндекс станцию с Алисой, и так она всем понравилась, что решили расширить, так сказать, сферу ее влияния.",11,2,2,2023,0,0,2,False,False,False,False,True,False,0.25,0.48,0.04,0.3,0.02
1,5,1,0,9,2,11,7,"Компактный, цена, понятная настройка В комплекте не идет блок питания, доступ в одном цветом решении. Функциональный, симпотный пульт. Смог подвязать на него включение тв (старого не смарта), тв-приставки и полное управление кондиционером. Удобно, что если в перечне доступных прошивок нет вашего устройство-пульта, то Вы можете самостоятельно внести его, главное чтобы он работал через ИК-сигнал. Настройка, через приложение, понятная, но немного пришлось поковыряться. Обратил внимание если Вы устройство запускаете/выключаете с родного пульта, то Алиса раза с третьего возвращает себе, право управлять им, для меня не критично. А так штука удобная, особенно с кондеем, едешь домой, на телефоне сказал Алисе, включай кондей и вуаля к твоему приезду, дома уже хорошо. Плюс ассортимент умных устройств под управлением эко-системы яндекса растет - в процессе можно на него еще уйму всего повесить. К недостаткам, отнесу, то что делают только черные, был бы белый - я, его взял. В комплект не идет блок питания (usb шнур есть) - но зато цена демократичная. В целом, покупкой доволен, словно удав после плотного обеда. Рекомендую к приобретению.",13,11,8,2022,0,0,12,False,False,False,True,False,False,0.67,0.15,0.07,0.07,0.03
1,4,1,2,12,2,14,10,"Очень удобный  девайс в сочетании с Яндекс колонкой. Можно настроить на управление абсолютно любым устройством управляемое с ИК пульта. Предыдущий такой же пульт отработал два года и стал отваливаться от сети совершенно безо всяких внешних видимых причин. А ещё минус, покупал в салоне Мегафона, получил устройство уже переупакованное, с отклеенными защитными плёнками. Обнаружил это только дома. Тоже очень неприятный осадок остался. Предыдущий такой же пульт отработал два года и стал отваливаться от сети совершенно безо всяких внешних видимых причин. Уж не не знаю почему. Возможно Яндекс специально обрубает активированные старые идентификаторы. что бы продвигать продажи новых. Другого объяснения не вижу, так так общение с ""Поддержкой Яндекс Станции и умного дома"" выглядело как общение немого с глухим. Им говоришь зелёное, они тебе сделайте погромче. А в целом безусловно это лучшее решение для Яндекс колонки. Никакие китайские не сравнятся, хотя бы потому, что не всех их Умный дом видит.",15,1,12,2022,0,0,10,False,True,False,False,False,False,0.39,0.42,0.05,0.15,0.02
